GEMS Station Number,Local Station Number,Country Name,Water Type,Station Identifier,Station Narrative,Water Body Name,Main Basin,Upstream Basin Area,Elevation,Monitoring Type,Date Station Opened,Responsible Collection Agency,Latitude,Longitude,River Width,Discharge,Max. Depth,Lake Area,Lake Volume,Average Retention,Area of Aquifer,Depth of Impermeable Lining,Production Zone,Mean Abstraction Rate,Mean Abstraction Level
ARG00123,RHN03885,Argentina,River station,Empedrado,,RIO ALTO PARANA,LA PLATA,,50,TREND,,Ministerio de Obras P�blicas - Subsecretario de Planificaci�n y Gesti�n Operativa de Proyectos H�dricos,-27.958805,-58.819944,,,,,,,,,,,
ARG00124,RHN04002,Argentina,River station,Brazo Largo,,,LA PLATA,,5,TREND,,Ministerio de Obras P�blicas - Subsecretario de Planificaci�n y Gesti�n Operativa de Proyectos H�dricos,-33.883055,-58.9,,,,,,,,,,,
ARG00125,RHN04050,Argentina,River station,Balneario,,,LA PLATA,,43,TREND,,Ministerio de Obras P�blicas - Subsecretario de Planificaci�n y Gesti�n Operativa de Proyectos H�dricos,-34.351944,-59.816944,,,,,,,,,,,
ARG00126,RHN04051,Argentina,River station,Club Pescadores,,,LA PLATA,,26,TREND,,Ministerio de Obras P�blicas - Subsecretario de Planificaci�n y Gesti�n Operativa de Proyectos H�dricos,-34.240555,-59.499444,,,,,,,,,,,
ARG00127,RHN04052,Argentina,River station,Puente Quemado,,,LA PLATA,,36,TREND,,Ministerio de Obras P�blicas - Subsecretario de Planificaci�n y Gesti�n Operativa de Proyectos H�dricos,-34.288055,-59.702777,,,,,,,,,,,
ARG00128,RHN04061,Argentina,River station,RN 226,,,,,95,TREND,,Ministerio de Obras P�blicas - Subsecretario de Planificaci�n y Gesti�n Operativa de Proyectos H�dricos,-36.371111,-60.955555,,,,,,,,,,,
ARG00129,RHN04063,Argentina,River station,RP 51,,,,,43,TREND,,Ministerio de Obras P�blicas - Subsecretario de Planificaci�n y Gesti�n Operativa de Proyectos H�dricos,-35.088055,-60.108888,,,,,,,,,,,
ARG00130,RHN04064,Argentina,River station,RP 41,,,,,17,TREND,,Ministerio de Obras P�blicas - Subsecretario de Planificaci�n y Gesti�n Operativa de Proyectos H�dricos,-35.726388,-58.536388,,,,,,,,,,,
ARG00131,RHN04066,Argentina,River station,RN 205,,,,,35,TREND,,Ministerio de Obras P�blicas - Subsecretario de Planificaci�n y Gesti�n Operativa de Proyectos H�dricos,-35.459444,-59.574722,,,,,,,,,,,
ARG00132,RHN04068,Argentina,River station,Av. De los Trabajadores,,,,,162,TREND,,Ministerio de Obras P�blicas - Subsecretario de Planificaci�n y Gesti�n Operativa de Proyectos H�dricos,-36.879166,-60.310833,,,,,,,,,,,
ARG00133,RHN04069,Argentina,River station,Seminario Diocesano,,,,,149,TREND,,Ministerio de Obras P�blicas - Subsecretario de Planificaci�n y Gesti�n Operativa de Proyectos H�dricos,-36.831111,-59.893888,,,,,,,,,,,
ARG00134,RHN04070,Argentina,River station,Las Cascadas,,,,,27,TREND,,Ministerio de Obras P�blicas - Subsecretario de Planificaci�n y Gesti�n Operativa de Proyectos H�dricos,-38.4625,-58.758888,,,,,,,,,,,
ARG00135,RHN04206,Argentina,River station,Tincunaco,,,,,651,TREND,,Ministerio de Obras P�blicas - Subsecretario de Planificaci�n y Gesti�n Operativa de Proyectos H�dricos,-32.903333,-64.716111,,,,,,,,,,,
ARG00136,RHN04208,Argentina,River station,Santa Rosa del R�o Primero,,,MAR CHIQUITA,,171,TREND,,Ministerio de Obras P�blicas - Subsecretario de Planificaci�n y Gesti�n Operativa de Proyectos H�dricos,-31.15775,-63.394111,,,,,,,,,,,
ARG00137,RHN04209,Argentina,River station,Ume Pay,,,LA PLATA,,846,TREND,,Ministerio de Obras P�blicas - Subsecretario de Planificaci�n y Gesti�n Operativa de Proyectos H�dricos,-32.218333,-64.751388,,,,,,,,,,,
ARG00138,RHN04220,Argentina,River station,Villa del Rosario,,,MAR CHIQUITA,,246,TREND,,Ministerio de Obras P�blicas - Subsecretario de Planificaci�n y Gesti�n Operativa de Proyectos H�dricos,-31.542527,-63.537444,,,,,,,,,,,
ARG00139,RHN04223,Argentina,River station,Bel Ville,,,LA PLATA,,131,TREND,,Ministerio de Obras P�blicas - Subsecretario de Planificaci�n y Gesti�n Operativa de Proyectos H�dricos,-32.61423,-62.687263,,,,,,,,,,,
ARG00140,RHN04226,Argentina,River station,La Carlota Pte. Olmos,,,,,125,TREND,,Ministerio de Obras P�blicas - Subsecretario de Planificaci�n y Gesti�n Operativa de Proyectos H�dricos,-33.455747,-63.129377,,,,,,,,,,,
ARG00141,RHN04233,Argentina,River station,La Carlota,,,,,145,TREND,,Ministerio de Obras P�blicas - Subsecretario de Planificaci�n y Gesti�n Operativa de Proyectos H�dricos,-33.4075,-63.294166,,,,,,,,,,,
ARG00142,RHN04301,Argentina,River station,Piedras Moras,,,LA PLATA,,390,TREND,,Ministerio de Obras P�blicas - Subsecretario de Planificaci�n y Gesti�n Operativa de Proyectos H�dricos,-32.169444,-64.232777,,,,,,,,,,,
ARG00143,RHN04307,Argentina,River station,La Para,,,MAR CHIQUITA,,95,TREND,,Ministerio de Obras P�blicas - Subsecretario de Planificaci�n y Gesti�n Operativa de Proyectos H�dricos,-30.964166,-62.996111,,,,,,,,,,,
ARG00144,RHN04402,Argentina,River station,Puesto Hernandez,,,COLORADO (SOUTH ATLANTIC),,236,TREND,,Ministerio de Obras P�blicas - Subsecretario de Planificaci�n y Gesti�n Operativa de Proyectos H�dricos,-38.413611,-67.043055,,,,,,,,,,,
ARG00145,RHN04403,Argentina,River station,Santa Isabel,,,COLORADO (SOUTH ATLANTIC),,310,TREND,,Ministerio de Obras P�blicas - Subsecretario de Planificaci�n y Gesti�n Operativa de Proyectos H�dricos,-36.291111,-66.829166,,,,,,,,,,,
AUT00007,ATFW10000097,Austria,River station,ELTENDORF,,,DANUBE,,,TREND,,European Environment Agency,46.9905,16.2124,,,,,,,,,,,
AUT00008,ATFW21500027,Austria,River station,KLEBLACH,,,DANUBE,,,TREND,,European Environment Agency,46.7741,13.3459,,,,,,,,,,,
AUT00009,ATFW21520117,Austria,River station,GM�ND,,,DANUBE,,,TREND,,European Environment Agency,46.9011,13.5306,,,,,,,,,,,
AUT00010,ATFW21530137,Austria,River station,EGG/HERMAGOR,,,DANUBE,,,TREND,,European Environment Agency,46.6088,13.3884,,,,,,,,,,,
AUT00011,ATFW21550207,Austria,River station,M�LBLING/BRUGGA,,,DANUBE,,,TREND,,European Environment Agency,46.865,14.4379,,,,,,,,,,,
AUT00012,ATFW21551257,Austria,River station,ZOLLFELD,,,DANUBE,,,TREND,,European Environment Agency,46.7035,14.3519,,,,,,,,,,,
AUT00013,ATFW21560277,Austria,River station,ST. GERTRAUD,,,DANUBE,,,TREND,,European Environment Agency,46.8856,14.867,,,,,,,,,,,
AUT00014,ATFW30900027,Austria,River station,ULMERFELD,,,DANUBE,,,TREND,,European Environment Agency,48.088,14.8254,,,,,,,,,,,
AUT00015,ATFW30900067,Austria,River station,SCHEIBBS,,,DANUBE,,,TREND,,European Environment Agency,48.0081,15.1649,,,,,,,,,,,
AUT00016,ATFW30900077,Austria,River station,PETZENKIRCHEN,,,DANUBE,,,TREND,,European Environment Agency,48.1498,15.1701,,,,,,,,,,,
AUT00017,ATFW30900097,Austria,River station,HOFSTETTEN,,,DANUBE,,,TREND,,European Environment Agency,48.0965,15.5138,,,,,,,,,,,
AUT00018,ATFW31000047,Austria,River station,"ROSENBURG, UH TAFFAM�NDUNG",,,DANUBE,,,TREND,,European Environment Agency,48.6266,15.6439,,,,,,,,,,,
AUT00019,ATFW31000077,Austria,River station,PERNITZ,,,DANUBE,,,TREND,,European Environment Agency,47.8861,15.9883,,,,,,,,,,,
AUT00020,ATFW31000087,Austria,River station,W�LLERSDORF,,,DANUBE,,,TREND,,European Environment Agency,47.8648,16.1808,,,,,,,,,,,
AUT00021,ATFW31000147,Austria,River station,FAHRAFELD,,,DANUBE,,,TREND,,European Environment Agency,47.98,16.0677,,,,,,,,,,,
AUT00022,ATFW31000167,Austria,River station,"UH ACHAU, OH TRIESTINGM�NDUNG",,,DANUBE,,,TREND,,European Environment Agency,48.0587,16.4053,,,,,,,,,,,
AUT00023,ATFW31200087,Austria,River station,ERLACH,,,DANUBE,,,TREND,,European Environment Agency,47.7277,16.2152,,,,,,,,,,,
AUT00024,ATFW40607027,Austria,River station,LINZ-ST.MARGARETEN,,,DANUBE,,,TREND,,European Environment Agency,48.3073,14.2472,,,,,,,,,,,
AUT00025,ATFW40709047,Austria,River station,GMUNDEN,,,DANUBE,,,TREND,,European Environment Agency,47.937,13.8023,,,,,,,,,,,
AUT00026,ATFW40814017,Austria,River station,SCH�NAU,,,DANUBE,,,TREND,,European Environment Agency,47.7544,14.6424,,,,,,,,,,,
AUT00027,ATFW40814037,Austria,River station,KRAFTWERK STANING,,,DANUBE,,,TREND,,European Environment Agency,48.1317,14.4716,,,,,,,,,,,
AUT00028,ATFW40814047,Austria,River station,ENNS,,,DANUBE,,,TREND,,European Environment Agency,48.2281,14.4978,,,,,,,,,,,
AUT00029,ATFW40815027,Austria,River station,PERGERN,,,DANUBE,,,TREND,,European Environment Agency,48.0512,14.356,,,,,,,,,,,
AUT00030,ATFW51120447,Austria,River station,RAURISER ACHE,,,DANUBE,,,TREND,,European Environment Agency,47.2351,12.9932,,,,,,,,,,,
AUT00031,ATFW51210037,Austria,River station,VIEHHOFEN,,,DANUBE,,,TREND,,European Environment Agency,47.3664,12.7365,,,,,,,,,,,
AUT00032,ATFW51210087,Austria,River station,UNKEN,,,DANUBE,,,TREND,,European Environment Agency,47.6622,12.7537,,,,,,,,,,,
AUT00033,ATFW55010037,Austria,River station,TAMSWEG/M�RTELSDORF,,,DANUBE,,,TREND,,European Environment Agency,47.127,13.7871,,,,,,,,,,,
AUT00034,ATFW60800027,Austria,River station,SCHLADMING,,,DANUBE,,,TREND,,European Environment Agency,47.4053,13.7247,,,,,,,,,,,
AUT00035,ATFW60800047,Austria,River station,B�RNDORF,,,DANUBE,,,TREND,,European Environment Agency,47.5014,14.4675,,,,,,,,,,,
AUT00036,ATFW60800057,Austria,River station,SELZTHAL,,,DANUBE,,,TREND,,European Environment Agency,47.5515,14.3044,,,,,,,,,,,
AUT00037,ATFW61300317,Austria,River station,ANGER,,,DANUBE,,,TREND,,European Environment Agency,47.2869,15.6875,,,,,,,,,,,
AUT00038,ATFW61400067,Austria,River station,ST. GEORGEN OB JUDENBURG,,,DANUBE,,,TREND,,European Environment Agency,47.2115,14.4984,,,,,,,,,,,
AUT00039,ATFW61400107,Austria,River station,BRUCK/MUR,,,DANUBE,,,TREND,,European Environment Agency,47.4104,15.2848,,,,,,,,,,,
AUT00040,ATFW61400167,Austria,River station,ST. MICHAEL,,,DANUBE,,,TREND,,European Environment Agency,47.3373,15.0207,,,,,,,,,,,
AUT00041,ATFW71500607,Austria,River station,LEISACH,,,DANUBE,,,TREND,,European Environment Agency,46.8061,12.7524,,,,,,,,,,,
AUT00042,ATFW71560907,Austria,River station,LIENZ,,,DANUBE,,,TREND,,European Environment Agency,46.8343,12.7512,,,,,,,,,,,
AUT00043,ATFW72100507,Austria,River station,STANZACH,,,DANUBE,,,TREND,,European Environment Agency,47.3852,10.5583,,,,,,,,,,,
AUT00044,ATFW73100007,Austria,River station,MARTINSBRUCK,,,DANUBE,,,TREND,,European Environment Agency,46.8891,10.47,,,,,,,,,,,
AUT00045,ATFW73161207,Austria,River station,ST. JAKOB/GAND,,,DANUBE,,,TREND,,European Environment Agency,47.1414,10.3043,,,,,,,,,,,
AUT00046,ATFW73162207,Austria,River station,MATHON,,,DANUBE,,,TREND,,European Environment Agency,46.9932,10.2571,,,,,,,,,,,
AUT00047,ATFW73180407,Austria,River station,ST. LEONHARD,,,DANUBE,,,TREND,,European Environment Agency,47.0995,10.8201,,,,,,,,,,,
AUT00048,ATFW73200417,Austria,River station,KRANEBITTEN,,,DANUBE,,,TREND,,European Environment Agency,47.2617,11.3279,,,,,,,,,,,
AUT00049,ATFW73220507,Austria,River station,PUIG,,,DANUBE,,,TREND,,European Environment Agency,47.1113,11.4561,,,,,,,,,,,
AUT00050,ATFW73229907,Austria,River station,FULPMES,,,DANUBE,,,TREND,,European Environment Agency,47.1566,11.3583,,,,,,,,,,,
AUT00051,ATFW73290257,Austria,River station,SCHWENDAU,,,DANUBE,,,TREND,,European Environment Agency,47.1798,11.865,,,,,,,,,,,
AUT00052,ATFW73300407,Austria,River station,KUNDL,,,DANUBE,,,TREND,,European Environment Agency,47.4859,12.0309,,,,,,,,,,,
AUT00053,ATFW73340907,Austria,River station,ANGATH,,,DANUBE,,,TREND,,European Environment Agency,47.4973,12.0632,,,,,,,,,,,
AUT00054,ATFW73390307,Austria,River station,KITZB�HEL,,,DANUBE,,,TREND,,European Environment Agency,47.4696,12.3843,,,,,,,,,,,
AUT00055,ATFW73390507,Austria,River station,KIRCHDORF,,,DANUBE,,,TREND,,European Environment Agency,47.5571,12.4517,,,,,,,,,,,
AUT00056,ATFW10000107,Austria,River station,HEILIGENBRUNN,,,DANUBE,,,TREND,2009-12-22,European Environment Agency,47.03296,16.42142,,,,,,,,,,,
AUT00057,ATFW21500097,Austria,River station,UNTERWASSER KW LAVAM�ND,,,DANUBE,,,TREND,2003-01-01,European Environment Agency,46.6404,14.94296,,,,,,,,,,,
AUT00058,ATFW21520107,Austria,River station,LIESER UH EISENBAHNBR�CKE,,,DANUBE,,,TREND,2013-01-01,European Environment Agency,46.78877,13.49992,,,,,,,,,,,
AUT00059,ATFW21531177,Austria,River station,ARNOLDSTEIN,,,DANUBE,,,TREND,2009-12-22,European Environment Agency,46.56552,13.69113,,,,,,,,,,,
AUT00060,ATFW21553436,Austria,River station,INNERE WIMITZ,,,DANUBE,,,TREND,2003-01-01,European Environment Agency,46.83515,14.30787,,,,,,,,,,,
AUT00061,ATFW30900227,Austria,River station,TRAISEN UNTERHALB TRAISMAUER,,,DANUBE,,,TREND,2006-01-01,European Environment Agency,48.36702,15.77878,,,,,,,,,,,
AUT00062,ATFW31000377,Austria,River station,HAINBURG,,,DANUBE,,,TREND,2003-01-01,European Environment Agency,48.16339,16.99035,,,,,,,,,,,
AUT00063,ATFW31000397,Austria,River station,NOVA VES,,,ELBE,,,TREND,2003-09-01,European Environment Agency,48.80995,14.93289,,,,,,,,,,,
AUT00064,ATFW31100017,Austria,River station,HARDEGG,,,DANUBE,,,TREND,2009-12-22,European Environment Agency,48.85276,15.86283,,,,,,,,,,,
AUT00065,ATFW31100077,Austria,River station,MARCHEGG,,,DANUBE,,,TREND,2009-12-22,European Environment Agency,48.2801,16.91603,,,,,,,,,,,
AUT00066,ATFW31200037,Austria,River station,GATTENDORF,,,DANUBE,,,TREND,2013-01-01,European Environment Agency,48.01955,16.9791,,,,,,,,,,,
AUT00067,ATFW40907057,Austria,River station,ENGHAGEN,,,DANUBE,,,TREND,2003-01-01,European Environment Agency,48.23985,14.51108,,,,,,,,,,,
AUT00068,ATFW52220197,Austria,River station,ENNS OBERHALB DER TAURACHM�NDUNG,,,DANUBE,,,TREND,2010-10-01,European Environment Agency,47.38528,13.49227,,,,,,,,,,,
AUT00069,ATFW52220237,Austria,River station,MANDLING IN MANDLING,,,DANUBE,,,TREND,2012-10-01,European Environment Agency,47.40602,13.57325,,,,,,,,,,,
AUT00070,ATFW61400597,Austria,River station,BRUCK/MUR LEOBNERBR�CKE,,,DANUBE,,,TREND,2009-12-22,European Environment Agency,47.40696,15.2614,,,,,,,,,,,
AUT00071,ATFW72100107,Austria,River station,STEEG,,,DANUBE,,,TREND,1993-07-01,European Environment Agency,47.24839,10.26427,,,,,,,,,,,
AUT00072,ATFW73190407,Austria,River station,L�NGENFELD UNTERHALB ARA,,,DANUBE,,,TREND,1993-07-01,European Environment Agency,47.11374,10.94045,,,,,,,,,,,
AUT00073,ATFW73200987,Austria,River station,ERL,,,DANUBE,,,TREND,1991-11-01,European Environment Agency,47.70106,12.16326,,,,,,,,,,,
AUT00074,ATFW77122002,Austria,River station,DRAU GRENZE IT/�,,,DANUBE,,,TREND,2013-01-01,European Environment Agency,46.74118,12.37283,,,,,,,,,,,
AUT00075,ATFW80411046,Austria,River station,"FRUTZ, BAD LATERNS",,,RHINE-MEUSE,,,TREND,2001-01-01,European Environment Agency,47.25813,9.78725,,,,,,,,,,,
AUT00076,ATKK61036032,Austria,Groundwater station,KK61036032,,,DANUBE,,,TREND,1996-07-01,European Environment Agency,46.74679,15.62348,,,,,,,192.629,,,,
AUT00077,ATPG10000122,Austria,Groundwater station,PG10000122,,,DANUBE,,,TREND,1991-10-01,European Environment Agency,47.83806,16.59961,,,,,,,381.058,,,,
AUT00078,ATPG10001072,Austria,Groundwater station,PG10001072,,,DANUBE,,,TREND,1992-10-01,European Environment Agency,47.04757,16.36498,,,,,,,51.138,,,,
AUT00079,ATPG10002722,Austria,Groundwater station,PG10002722,,,DANUBE,,,TREND,1995-04-01,European Environment Agency,47.90232,16.98352,,,,,,,254.278,,,,
AUT00080,ATPG10002732,Austria,Groundwater station,PG10002732,,,DANUBE,,,TREND,1995-04-01,European Environment Agency,47.80345,16.51479,,,,,,,381.058,,,,
AUT00081,ATPG10002742,Austria,Groundwater station,PG10002742,,,DANUBE,,,TREND,1995-04-01,European Environment Agency,47.78409,16.61747,,,,,,,381.058,,,,
AUT00082,ATPG10002762,Austria,Groundwater station,PG10002762,,,DANUBE,,,TREND,1995-04-01,European Environment Agency,47.99622,16.87683,,,,,,,254.278,,,,
AUT00083,ATPG10002802,Austria,Groundwater station,PG10002802,,,DANUBE,,,TREND,1991-01-01,European Environment Agency,47.88181,16.41305,,,,,,,276.487,,,,
AUT00084,ATPG10002842,Austria,Groundwater station,PG10002842,,,DANUBE,,,TREND,1996-01-01,European Environment Agency,48.03249,16.9104,,,,,,,254.278,,,,
AUT00085,ATPG10002852,Austria,Groundwater station,PG10002852,,,DANUBE,,,TREND,1996-01-01,European Environment Agency,47.94428,16.888,,,,,,,254.278,,,,
AUT00086,ATPG10002872,Austria,Groundwater station,PG10002872,,,DANUBE,,,TREND,1996-01-01,European Environment Agency,47.87989,17.06479,,,,,,,254.278,,,,
AUT00087,ATPG10002882,Austria,Groundwater station,PG10002882,,,DANUBE,,,TREND,1991-01-01,European Environment Agency,47.92492,17.0681,,,,,,,254.278,,,,
AUT00088,ATPG10002902,Austria,Groundwater station,PG10002902,,,DANUBE,,,TREND,1996-01-01,European Environment Agency,47.76083,16.43521,,,,,,,381.058,,,,
AUT00089,ATPG10002932,Austria,Groundwater station,PG10002932,,,DANUBE,,,TREND,1996-07-01,European Environment Agency,47.85783,16.65436,,,,,,,381.058,,,,
AUT00090,ATPG10003212,Austria,Groundwater station,PG10003212,,,DANUBE,,,TREND,1996-07-01,European Environment Agency,47.53966,16.67368,,,,,,,165.261,,,,
AUT00091,ATPG10003222,Austria,Groundwater station,PG10003222,,,DANUBE,,,TREND,1996-07-01,European Environment Agency,47.60646,16.65137,,,,,,,165.261,,,,
AUT00092,ATPG10003232,Austria,Groundwater station,PG10003232,,,DANUBE,,,TREND,1996-07-01,European Environment Agency,47.59108,16.57562,,,,,,,165.261,,,,
AUT00093,ATPG10003242,Austria,Groundwater station,PG10003242,,,DANUBE,,,TREND,1996-07-01,European Environment Agency,47.53843,16.59484,,,,,,,165.261,,,,
AUT00094,ATPG10003252,Austria,Groundwater station,PG10003252,,,DANUBE,,,TREND,1996-07-01,European Environment Agency,47.60352,16.60547,,,,,,,165.261,,,,
AUT00095,ATPG10003262,Austria,Groundwater station,PG10003262,,,DANUBE,,,TREND,1996-07-01,European Environment Agency,47.59873,16.52632,,,,,,,165.261,,,,
AUT00096,ATPG10003282,Austria,Groundwater station,PG10003282,,,DANUBE,,,TREND,1996-07-01,European Environment Agency,47.54106,16.61325,,,,,,,165.261,,,,
AUT00097,ATPG10003292,Austria,Groundwater station,PG10003292,,,DANUBE,,,TREND,1996-07-01,European Environment Agency,47.56896,16.6126,,,,,,,165.261,,,,
AUT00098,ATPG10003922,Austria,Groundwater station,PG10003922,,,DANUBE,,,TREND,2003-01-01,European Environment Agency,47.79662,16.48586,,,,,,,381.058,,,,
AUT00099,ATPG10003952,Austria,Groundwater station,PG10003952,,,DANUBE,,,TREND,2006-10-01,European Environment Agency,47.74695,16.3558,,,,,,,381.058,,,,
AUT00100,ATPG10004062,Austria,Groundwater station,PG10004062,,,DANUBE,,,TREND,2009-12-22,European Environment Agency,47.9635,16.96013,,,,,,,254.278,,,,
AUT00101,ATPG20101132,Austria,Groundwater station,PG20101132,,,DANUBE,,,TREND,1992-01-01,European Environment Agency,46.63705,14.41011,,,,,,,32.807,,,,
AUT00102,ATPG20442112,Austria,Groundwater station,PG20442112,,,DANUBE,,,TREND,1994-01-01,European Environment Agency,46.66118,14.4277,,,,,,,32.807,,,,
AUT00103,ATPG20442212,Austria,Groundwater station,PG20442212,,,DANUBE,,,TREND,2004-01-01,European Environment Agency,46.64577,14.41532,,,,,,,32.807,,,,
AUT00104,ATPG20502032,Austria,Groundwater station,PG20502032,,,DANUBE,,,TREND,1992-01-01,European Environment Agency,46.75059,14.51784,,,,,,,32.807,,,,
AUT00105,ATPG20502222,Austria,Groundwater station,PG20502222,,,DANUBE,,,TREND,2010-01-01,European Environment Agency,46.70968,14.51497,,,,,,,32.807,,,,
AUT00106,ATPG20523032,Austria,Groundwater station,PG20523032,,,DANUBE,,,TREND,1994-01-01,European Environment Agency,46.77241,14.47759,,,,,,,32.807,,,,
AUT00107,ATPG40101022,Austria,Groundwater station,PG40101022,,,DANUBE,,,TREND,1992-01-01,European Environment Agency,48.32591,14.30285,,,,,,,95.953,,,,
AUT00108,ATPG40101082,Austria,Groundwater station,PG40101082,,,DANUBE,,,TREND,1992-01-01,European Environment Agency,48.28881,14.32573,,,,,,,95.953,,,,
AUT00109,ATPG40101092,Austria,Groundwater station,PG40101092,,,DANUBE,,,TREND,2006-01-01,European Environment Agency,48.22873,14.35105,,,,,,,810.758,,,,
